2	 1	 0	 802
2	 1	 0	 1677
1	 1	 1	 705
1	 1	 1	 996
1	 2	 0	 737
2	 1	 0	 498
1	 2	 0	 915
2	 2	 1	 1987
2	 2	 1	 831
2	 2	 1	 717
2	 2	 1	 700
1	 2	 0	 611
1	 1	 1	 561
2	 2	 1	 876
1	 1	 1	 553
1	 2	 0	 801
1	 1	 1	 1278
1	 2	 0	 1763
1	 1	 1	 1199
1	 2	 0	 863
1	 2	 0	 661
2	 2	 1	 433
2	 2	 1	 580
2	 2	 1	 934
2	 2	 1	 828
2	 1	 0	 1007
2	 2	 1	 1156
1	 1	 1	 576
2	 2	 1	 789
1	 1	 1	 1113
2	 1	 0	 763
1	 1	 1	 1015
1	 1	 1	 1008
1	 1	 1	 800
1	 2	 0	 609
1	 2	 0	 1158
2	 2	 1	 468
2	 2	 1	 1605
2	 1	 0	 1461
2	 1	 0	 621
1	 1	 1	 956
2	 1	 0	 772
1	 1	 1	 1343
1	 1	 1	 852
1	 1	 1	 893
1	 1	 1	 1586
1	 1	 1	 891
1	 1	 1	 866
1	 1	 1	 520
1	 1	 1	 1001
1	 1	 1	 1392
1	 1	 1	 623
1	 2	 0	 970
1	 1	 1	 650
2	 2	 1	 617
1	 1	 1	 662
2	 2	 1	 489
1	 1	 1	 754
2	 2	 1	 487
1	 1	 1	 513
2	 2	 1	 410
1	 1	 1	 691
2	 2	 1	 670
1	 2	 0	 496
2	 2	 1	 494
2	 1	 0	 669
1	 2	 0	 510
1	 1	 1	 474
2	 2	 1	 821
2	 1	 0	 601
2	 2	 1	 516
1	 1	 1	 409
2	 2	 1	 447
1	 1	 1	 473
2	 1	 0	 532
1	 2	 0	 825
1	 1	 1	 509
2	 2	 1	 632
1	 1	 1	 585
2	 2	 1	 686
