1	 1	 1	 422
2	 2	 1	 193
1	 1	 1	 315
2	 1	 0	 274
2	 2	 1	 989
2	 1	 0	 304
2	 2	 1	 388
1	 1	 1	 277
1	 2	 0	 293
1	 1	 1	 267
2	 2	 1	 721
1	 1	 1	 420
1	 2	 0	 478
1	 1	 1	 268
1	 2	 0	 452
1	 2	 0	 294
1	 1	 1	 329
1	 1	 1	 286
2	 1	 0	 243
2	 2	 1	 247
1	 1	 1	 317
1	 2	 0	 319
1	 1	 1	 298
1	 2	 0	 346
1	 1	 1	 325
1	 2	 0	 281
1	 1	 1	 296
2	 2	 1	 247
1	 1	 1	 293
1	 2	 0	 383
2	 1	 0	 1353
2	 2	 1	 251
1	 2	 0	 379
2	 1	 0	 335
1	 1	 1	 301
2	 2	 1	 283
1	 1	 1	 291
1	 2	 0	 300
1	 2	 0	 249
1	 1	 1	 341
1	 2	 0	 255
1	 2	 0	 309
1	 2	 0	 357
1	 2	 0	 934
2	 1	 0	 246
1	 1	 1	 469
2	 2	 1	 308
1	 1	 1	 299
1	 1	 1	 331
2	 2	 1	 433
1	 1	 1	 275
2	 2	 1	 325
2	 1	 0	 501
1	 2	 0	 246
2	 1	 0	 247
1	 2	 0	 520
1	 1	 1	 273
1	 2	 0	 382
1	 1	 1	 359
1	 2	 0	 436
2	 1	 0	 250
1	 2	 0	 422
1	 1	 1	 392
1	 1	 1	 294
2	 2	 1	 706
1	 1	 1	 305
1	 2	 0	 330
2	 1	 0	 386
2	 2	 1	 294
1	 2	 0	 327
1	 1	 1	 408
1	 1	 1	 339
2	 2	 1	 317
1	 2	 0	 324
1	 2	 0	 250
1	 1	 1	 296
1	 2	 0	 411
1	 2	 0	 332
1	 2	 0	 300
1	 1	 1	 267
