1	 2	 0	 492
1	 1	 1	 372
2	 1	 0	 322
2	 2	 1	 452
1	 2	 0	 440
1	 1	 1	 619
1	 2	 0	 375
1	 2	 0	 638
1	 1	 1	 659
2	 1	 0	 357
2	 2	 1	 335
2	 1	 0	 628
1	 2	 0	 370
1	 2	 0	 438
1	 1	 1	 1949
2	 1	 0	 368
2	 2	 1	 633
2	 2	 1	 372
1	 1	 1	 432
1	 2	 0	 465
2	 1	 0	 476
1	 2	 0	 455
1	 1	 1	 445
2	 1	 0	 442
2	 1	 0	 721
1	 2	 0	 458
2	 2	 1	 991
1	 1	 1	 330
2	 1	 0	 970
2	 2	 1	 1193
2	 2	 1	 450
1	 1	 1	 420
2	 1	 0	 360
2	 2	 1	 561
2	 2	 1	 389
1	 1	 1	 485
1	 2	 0	 387
2	 2	 1	 543
1	 1	 1	 704
1	 1	 1	 339
2	 1	 0	 379
1	 2	 0	 641
2	 2	 1	 807
1	 1	 1	 580
1	 1	 1	 413
1	 2	 0	 349
2	 2	 1	 531
1	 1	 1	 383
2	 1	 0	 370
2	 2	 1	 433
2	 2	 1	 503
1	 1	 1	 491
1	 1	 1	 328
2	 2	 1	 321
2	 2	 1	 516
1	 1	 1	 388
1	 1	 1	 556
2	 2	 1	 458
2	 2	 1	 525
1	 1	 1	 517
1	 1	 1	 332
2	 2	 1	 340
2	 1	 0	 318
2	 1	 0	 774
2	 1	 0	 368
1	 2	 0	 500
2	 1	 0	 298
1	 1	 1	 389
1	 2	 0	 458
1	 1	 1	 581
2	 1	 0	 357
1	 1	 1	 410
1	 2	 0	 806
1	 1	 1	 394
1	 1	 1	 464
1	 2	 0	 450
2	 2	 1	 313
1	 1	 1	 396
1	 1	 1	 404
2	 2	 1	 564
