6.101000	 11.110000	 11.529000	 13.125000
14.648000	 19.658000	 20.106000	 21.672000
23.181000	 26.192000	 26.728000	 28.195000
29.702000	 35.708000	 36.090000	 37.711000
39.224000	 44.233000	 44.661000	 46.242000
47.753000	 51.768000	 52.295000	 53.776000
55.287000	 58.289000	 58.787000	 60.297000
61.809000	 67.813000	 68.373000	 69.828000
71.345000	 77.349000	 79.037000	 79.357000
80.879000	 85.899000	 86.681000	 87.910000
89.427000	 93.433000	 93.976000	 95.440000
96.962000	 99.965000	 100.937000	 101.969000
103.474000	 109.485000	 109.885000	 111.495000
112.999000	 115.007000	 115.548000	 117.015000
118.534000	 121.547000	 122.321000	 123.555000
125.058000	 128.060000	 128.858000	 130.081000
131.589000	 136.597000	 137.451000	 138.613000
140.123000	 143.138000	 143.605000	 145.147000
146.659000	 150.664000	 151.000000	 152.681000
154.192000	 158.198000	 158.596000	 160.216000
161.729000	 163.738000	 164.392000	 165.755000
167.265000	 169.282000	 169.700000	 171.290000
172.794000	 178.798000	 179.106000	 180.807000
182.326000	 188.342000	 188.868000	 190.350000
191.871000	 193.879000	 194.415000	 195.897000
197.409000	 201.414000	 203.379000	 203.429000
204.945000	 206.951000	 207.955000	 208.969000
210.480000	 215.490000	 215.850000	 217.498000
219.010000	 221.027000	 222.081000	 223.035000
224.540000	 229.558000	 229.884000	 231.566000
233.085000	 239.093000	 239.709000	 241.101000
242.613000	 244.629000	 245.938000	 246.637000
248.149000	 253.158000	 253.540000	 255.176000
256.689000	 261.698000	 262.134000	 263.706000
265.217000	 270.226000	 270.804000	 272.244000
273.757000	 277.762000	 278.122000	 279.770000
281.274000	 287.279000	 287.871000	 289.291000
290.807000	 296.810000	 297.243000	 298.818000
300.340000	 304.346000	 304.833000	 306.353000
307.856000	 311.860000	 312.227000	 313.878000
315.390000	 317.397000	 317.945000	 319.415000
320.929000	 325.939000	 326.337000	 327.947000
329.466000	 332.487000	 333.392000	 334.495000
336.000000	 342.004000	 342.392000	 344.012000
345.532000	 347.543000	 348.475000	 349.554000
351.068000	 354.081000	 354.816000	 356.091000
363.651000	 365.654000	 366.134000	 367.661000
369.182000	 371.189000	 371.677000	 373.208000
374.720000	 376.728000	 377.084000	 378.745000
380.257000	 384.262000	 384.682000	 386.280000
387.790000	 392.795000	 393.091000	 394.812000
396.325000	 399.335000	 399.693000	 401.343000
402.857000	 405.872000	 407.164000	 407.884000
409.396000	 413.401000	 414.215000	 415.419000
416.932000	 420.937000	 421.313000	 422.955000
424.470000	 427.477000	 428.070000	 429.485000
430.988000	 436.991000	 437.442000	 439.009000
440.523000	 446.526000	 446.919000	 448.534000
450.055000	 453.057000	 453.494000	 455.075000
456.587000	 461.598000	 461.982000	 463.604000
465.107000	 470.115000	 470.552000	 472.123000
473.635000	 476.646000	 477.053000	 478.665000
480.178000	 486.180000	 486.569000	 488.188000
489.709000	 491.716000	 492.356000	 493.735000
495.240000	 497.258000	 498.001000	 499.265000
500.768000	 505.777000	 506.168000	 507.783000
509.294000	 513.312000	 513.898000	 515.320000
516.831000	 520.847000	 521.261000	 522.855000
524.366000	 530.379000	 530.807000	 532.391000
533.900000	 537.905000	 538.311000	 539.922000
541.434000	 545.439000	 545.929000	 547.458000
548.975000	 551.983000	 553.164000	 553.992000
555.504000	 557.520000	 558.108000	 559.528000
561.050000	 564.071000	 565.252000	 566.080000
567.602000	 573.604000	 574.886000	 575.612000
577.115000	 582.123000	 583.052000	 584.132000
585.643000	 589.658000	 590.486000	 591.666000
593.178000	 595.196000	 595.735000	 597.203000
598.708000	 601.720000	 602.057000	 603.727000
605.240000	 611.247000	 611.609000	 613.259000
