25	 192.072000	 210381.000000
37	 294.508000	 312817.000000
43	 350.759000	 369068.000000
46	 380.422000	 398731.000000
48	 405.523000	 423832.000000
49	 421.088000	 439397.000000
53	 457.262000	 475571.000000
58	 505.041000	 523350.000000
61	 535.674000	 553983.000000
76	 647.713000	 666022.000000
